total_comments,total_likes,total_engagement,spam_ratio
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
11.036151850121007,0.10403160433113884,-114.62248991722008,28.00118818051489
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
11.036151850121007,29.811763648476607,-62.18184501553486,28.00118818051489
2.2348190264376053,24.310849315926248,59.91561611470512,-2.740727686529483
8.388334524900571,-0.649121963038254,-79.418483051494,-3.8018477926213885
10.389065489161412,-0.6026729599454059,-83.01418898940369,-2.2533218220654394
8.388334524900571,-0.649121963038254,-79.418483051494,-3.8018477926213885
1.3353212445584155,23.950753964786912,-14.827150503923058,-3.791666041844647
11.036151850121007,0.10403160433113884,-114.62248991722008,28.00118818051489
2.3652060617758606,-5.484821924507095,-69.36590631943322,-2.9955961000885964
8.388334524900571,-0.649121963038254,-79.418483051494,-3.8018477926213885
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
25.83326681645455,6.21094363770737,-104.68561576513598,-2.8397129712789173
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
11.036151850121007,0.10403160433113884,-114.62248991722008,28.00118818051489
-0.6072934968741527,-5.524448644687687,-14.029232131473306,-3.496649230253672
10.389065489161412,-0.6026729599454059,-83.01418898940369,-2.2533218220654394
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
11.036151850121007,0.10403160433113884,-114.62248991722008,28.00118818051489
11.036151850121007,0.10403160433113884,-114.62248991722008,28.00118818051489
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
11.036151850121007,29.811763648476607,-114.00533979449912,28.00118818051489
10.389065489161412,-0.6026729599454059,-83.01418898940369,-2.2533218220654394
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
8.016033370741468,-0.7604696711402502,-78.04507909737137,-4.691602884482896
-1.7782368994809843,24.541307706473045,-40.05782078919087,23.962008645776404
-25.03479492469776,-75.45316042447624,369.1903304157837,-2.740727686529483
